num_jogadas,vencedor,tempo_medio_mcts,tempo_medio_random
7,1,0.6051375269889832,5.086263020833333e-06
11,1,0.625949501991272,5.0067901611328125e-06
13,1,0.5840129171098981,5.245208740234375e-06
7,1,0.6119815111160278,6.039937337239583e-06
11,1,0.6937557061513265,6.771087646484375e-06
9,1,0.6757952690124511,5.4836273193359375e-06
7,1,0.5913746953010559,7.152557373046875e-06
9,1,0.6417072772979736,5.7220458984375e-06
13,1,0.6562508174351284,5.841255187988281e-06
7,1,0.6437589526176453,5.404154459635417e-06
9,1,0.649214792251587,5.543231964111328e-06
13,1,0.6135457243238177,5.086263020833333e-06
21,1,0.6247990781610663,5.650520324707031e-06
7,1,0.6276445984840393,5.404154459635417e-06
9,1,0.6331546783447266,5.185604095458984e-06
7,1,0.6703117489814758,5.086263020833333e-06
9,1,0.6651466846466064,5.125999450683594e-06
9,1,0.6082547664642334,4.76837158203125e-06
7,1,0.596722424030304,5.880991617838542e-06
7,1,0.5912728309631348,5.086263020833333e-06
7,1,0.6190392971038818,5.086263020833333e-06
9,1,0.660456371307373,5.245208740234375e-06
9,1,0.6943034648895263,5.125999450683594e-06
7,1,0.6849156618118286,6.993611653645833e-06
7,1,0.6049155592918396,5.3246815999348956e-06
7,1,0.6205934286117554,5.245208740234375e-06
7,1,0.6761206388473511,5.6425730387369794e-06
7,1,0.6554867029190063,6.7551930745442706e-06
7,1,0.5829008221626282,5.1657358805338544e-06
7,1,0.6580967903137207,5.404154459635417e-06
7,1,0.6045441627502441,5.1657358805338544e-06
11,1,0.5982648928960165,5.674362182617188e-06
7,1,0.5971949100494385,4.8478444417317706e-06
7,1,0.6225230693817139,5.245208740234375e-06
9,1,0.6273600578308105,5.304813385009766e-06
11,1,0.6969565550486246,4.863739013671875e-06
7,1,0.6408579349517822,5.8015187581380206e-06
7,1,0.6390564441680908,5.4836273193359375e-06
7,1,0.5914513468742371,5.3246815999348956e-06
7,1,0.6546944975852966,5.086263020833333e-06
11,1,0.7012589375178019,5.292892456054687e-06
9,1,0.6694758415222168,5.424022674560547e-06
7,1,0.6586323976516724,4.8478444417317706e-06
7,1,0.6363801956176758,4.927317301432292e-06
7,1,0.6397207379341125,5.245208740234375e-06
9,1,0.6489302635192871,5.364418029785156e-06
7,1,0.6305153369903564,5.8015187581380206e-06
7,1,0.6908007860183716,5.4836273193359375e-06
7,1,0.5738192796707153,5.8015187581380206e-06
7,1,0.6159883141517639,5.563100179036458e-06
9,1,0.6936451435089112,5.185604095458984e-06
11,1,0.6696792443593343,5.340576171875e-06
7,1,0.6660746932029724,5.4836273193359375e-06
9,1,0.6374637126922608,4.947185516357422e-06
7,1,0.5806918144226074,5.0067901611328125e-06
13,1,0.6446873801095145,6.000200907389323e-06
11,1,0.6461169719696045,5.865097045898438e-06
7,1,0.6471412181854248,5.404154459635417e-06
15,1,0.6410161852836609,5.824225289481026e-06
9,1,0.6492068290710449,6.616115570068359e-06
13,1,0.6508070400782994,5.404154459635417e-06
13,1,0.6689309052058628,5.4836273193359375e-06
13,1,0.6422789096832275,5.3246815999348956e-06
7,1,0.6641232371330261,5.4836273193359375e-06
13,1,0.6323214939662388,5.0067901611328125e-06
7,1,0.6509360074996948,5.1657358805338544e-06
11,1,0.6676477591196696,5.674362182617188e-06
11,1,0.6126030286153158,5.197525024414063e-06
13,1,0.6412871565137591,5.443890889485677e-06
13,1,0.6250894069671631,5.364418029785156e-06
7,1,0.6408865451812744,5.3246815999348956e-06
7,1,0.6474380493164062,5.1657358805338544e-06
7,1,0.6153860688209534,5.0067901611328125e-06
11,1,0.6548031171162924,4.863739013671875e-06
7,1,0.6013440489768982,4.927317301432292e-06
9,1,0.680498456954956,6.139278411865234e-06
9,1,0.710843849182129,5.066394805908203e-06
7,1,0.5940842628479004,5.404154459635417e-06
7,1,0.6925258636474609,5.245208740234375e-06
7,1,0.6028964519500732,7.867813110351562e-06
7,1,0.6450179219245911,5.4836273193359375e-06
13,1,0.6218045439038958,7.033348083496094e-06
11,1,0.6665133635203043,5.054473876953125e-06
7,1,0.6528550982475281,5.3246815999348956e-06
13,1,0.6136859825679234,5.3246815999348956e-06
11,1,0.6785115798314413,5.769729614257812e-06
7,1,0.6102026104927063,4.8478444417317706e-06
11,1,0.6982448895772299,5.054473876953125e-06
7,1,0.6172447800636292,5.404154459635417e-06
9,1,0.6660209655761719,4.947185516357422e-06
7,1,0.5875309705734253,5.3246815999348956e-06
7,1,0.5973197221755981,5.6425730387369794e-06
7,1,0.6798500418663025,6.1194101969401044e-06
9,1,0.6526572227478027,5.185604095458984e-06
11,1,0.6723614533742269,4.5299530029296875e-06
21,1,0.5911111614920876,5.245208740234375e-06
9,1,0.6232450008392334,5.066394805908203e-06
7,1,0.657617449760437,4.76837158203125e-06
7,1,0.6723206639289856,5.4836273193359375e-06
11,1,0.63036048412323,4.9591064453125e-06
13,1,0.6156847136361259,5.364418029785156e-06
7,1,0.6828075647354126,5.245208740234375e-06
13,1,0.6230623040880475,5.9604644775390625e-06
9,1,0.6649449825286865,5.125999450683594e-06
7,1,0.6865699887275696,5.0067901611328125e-06
13,1,0.6390827383313861,5.841255187988281e-06
7,1,0.6000658869743347,4.6888987223307294e-06
7,1,0.6761090159416199,5.0067901611328125e-06
7,1,0.6792799234390259,4.76837158203125e-06
7,1,0.6384584903717041,4.6888987223307294e-06
7,1,0.6694841384887695,5.6425730387369794e-06
9,1,0.6455416202545166,5.0067901611328125e-06
7,1,0.5956034064292908,5.245208740234375e-06
7,1,0.586010217666626,5.3246815999348956e-06
7,1,0.631817638874054,5.1657358805338544e-06
7,1,0.6601635813713074,4.76837158203125e-06
7,1,0.60927814245224,6.7551930745442706e-06
7,1,0.659648597240448,5.404154459635417e-06
7,1,0.5903301239013672,5.086263020833333e-06
7,1,0.5963416695594788,5.1657358805338544e-06
7,1,0.5678710341453552,5.3246815999348956e-06
7,1,0.6359407305717468,5.0067901611328125e-06
11,1,0.6537508169809977,5.292892456054687e-06
7,1,0.6896646022796631,5.4836273193359375e-06
11,1,0.6558765967686971,5.435943603515625e-06
7,1,0.6270402669906616,5.1657358805338544e-06
9,1,0.6523990631103516,4.887580871582031e-06
7,1,0.5920721292495728,6.4373016357421875e-06
13,1,0.635274955204555,5.0067901611328125e-06
7,1,0.6585729122161865,5.086263020833333e-06
7,1,0.6601744890213013,5.563100179036458e-06
9,1,0.6523692607879639,5.364418029785156e-06
7,1,0.6111322641372681,5.404154459635417e-06
7,1,0.6615366339683533,6.039937337239583e-06
7,1,0.6485723853111267,5.086263020833333e-06
7,1,0.6764423847198486,4.76837158203125e-06
7,1,0.6610895991325378,5.1657358805338544e-06
9,1,0.6622056007385254,5.185604095458984e-06
21,1,0.6555260744961825,5.674362182617188e-06
7,1,0.6299306750297546,4.8478444417317706e-06
9,1,0.5975882530212402,5.245208740234375e-06
9,1,0.6735090255737305,4.947185516357422e-06
7,1,0.6113590598106384,5.086263020833333e-06
11,1,0.6713199218114217,7.152557373046875e-06
7,1,0.6158806085586548,5.1657358805338544e-06
7,1,0.5721951723098755,5.0067901611328125e-06
23,1,0.6373120546340942,5.310231989080256e-06
7,1,0.6233601570129395,5.9604644775390625e-06
9,1,0.638761568069458,5.0067901611328125e-06
7,1,0.6806814670562744,5.245208740234375e-06
11,1,0.6681658426920573,4.911422729492188e-06
11,1,0.6560955842336019,5.0067901611328125e-06
21,1,0.6078312830491499,5.0067901611328125e-06
31,1,0.53739894926548,5.086263020833333e-06
11,1,0.5999929904937744,5.292892456054687e-06
19,1,0.6067620038986206,5.11275397406684e-06
13,1,0.587637220110212,5.1657358805338544e-06
7,1,0.6352537870407104,4.76837158203125e-06
9,1,0.6596292495727539,5.364418029785156e-06
7,1,0.6624879240989685,5.4836273193359375e-06
7,1,0.5849567651748657,4.927317301432292e-06
11,1,0.6120206117630005,4.816055297851562e-06
9,1,0.6428698539733887,5.364418029785156e-06
7,1,0.633181095123291,5.086263020833333e-06
7,1,0.5995956659317017,5.245208740234375e-06
9,1,0.6416007041931152,5.9604644775390625e-06
11,1,0.6760501066843668,5.340576171875e-06
7,1,0.6518860459327698,5.7220458984375e-06
9,1,0.6202322483062744,5.364418029785156e-06
7,1,0.6025075912475586,5.8015187581380206e-06
7,1,0.6713203191757202,5.245208740234375e-06
9,1,0.676351261138916,4.76837158203125e-06
7,1,0.638924777507782,5.1657358805338544e-06
9,1,0.6502283096313477,5.185604095458984e-06
21,1,0.5939764759757302,5.102157592773437e-06
7,1,0.6535571217536926,4.927317301432292e-06
11,1,0.6838691631952921,5.865097045898438e-06
19,1,0.6423383235931397,5.086263020833333e-06
7,1,0.6343168616294861,6.4373016357421875e-06
9,1,0.6795965671539307,5.0067901611328125e-06
7,1,0.6901201009750366,5.563100179036458e-06
11,1,0.6624637047449747,4.863739013671875e-06
7,1,0.6598663926124573,5.3246815999348956e-06
7,1,0.647679328918457,5.245208740234375e-06
7,1,0.6419717669487,5.404154459635417e-06
7,1,0.6069329977035522,5.245208740234375e-06
15,1,0.6849711835384369,5.177089146205357e-06
7,1,0.6621031165122986,6.2783559163411456e-06
17,1,0.6049305333031548,5.334615707397461e-06
11,1,0.6469026803970337,5.054473876953125e-06
11,1,0.6789145469665527,5.388259887695313e-06
7,1,0.6422072052955627,5.4836273193359375e-06
7,1,0.5850930213928223,4.6888987223307294e-06
9,1,0.6611208915710449,5.125999450683594e-06
7,1,0.6102774143218994,5.4836273193359375e-06
7,1,0.5655132532119751,5.0067901611328125e-06
7,1,0.6272398829460144,4.76837158203125e-06
7,1,0.6652455925941467,5.0067901611328125e-06
9,1,0.6812380790710449,5.424022674560547e-06
7,1,0.6692887544631958,6.7551930745442706e-06
11,1,0.6472148100535074,5.340576171875e-06
7,1,0.633945882320404,5.1657358805338544e-06
7,1,0.6388081312179565,5.4836273193359375e-06
9,1,0.6552560329437256,5.364418029785156e-06
11,1,0.6906874179840088,5.0067901611328125e-06
13,1,0.639061723436628,4.8478444417317706e-06
13,1,0.6289405482155936,5.046526590983073e-06
7,1,0.6570869088172913,4.76837158203125e-06
7,1,0.5830725431442261,5.245208740234375e-06
9,1,0.6490878105163574,5.066394805908203e-06
7,1,0.663496732711792,5.4836273193359375e-06
7,1,0.6904925107955933,5.7220458984375e-06
7,1,0.6471503973007202,5.245208740234375e-06
7,1,0.605143666267395,5.3246815999348956e-06
9,1,0.6005699157714843,5.245208740234375e-06
9,1,0.6338849067687988,5.185604095458984e-06
9,1,0.6560369491577148,5.364418029785156e-06
9,1,0.6292883872985839,5.662441253662109e-06
7,1,0.6709079146385193,4.76837158203125e-06
9,1,0.6354308128356934,5.125999450683594e-06
11,1,0.6085975567499796,5.388259887695313e-06
15,1,0.6549042165279388,4.972730364118304e-06
7,1,0.5815061926841736,5.086263020833333e-06
11,1,0.6224442720413208,5.197525024414063e-06
11,1,0.6284042596817017,5.197525024414063e-06
11,1,0.6591690381368002,5.292892456054687e-06
9,1,0.6692209720611573,4.708766937255859e-06
9,1,0.6726662635803222,5.185604095458984e-06
9,1,0.6346484184265136,5.125999450683594e-06
11,1,0.6272974014282227,4.9591064453125e-06
7,1,0.6745702624320984,5.0067901611328125e-06
7,1,0.6009222269058228,5.404154459635417e-06
7,1,0.6618965268135071,4.927317301432292e-06
7,1,0.6829841136932373,6.7551930745442706e-06
9,1,0.6089362621307373,5.364418029785156e-06
9,1,0.6437602043151855,5.245208740234375e-06
11,1,0.6693110863367716,5.53131103515625e-06
7,1,0.5982267260551453,4.8478444417317706e-06
11,1,0.6432408889134725,5.0067901611328125e-06
7,1,0.6184056997299194,5.4836273193359375e-06
13,1,0.672302416392735,4.967053731282552e-06
9,1,0.6721609592437744,4.708766937255859e-06
7,1,0.6313615441322327,4.5299530029296875e-06
15,1,0.6640955805778503,5.381447928292411e-06
9,1,0.6309373378753662,5.0067901611328125e-06
7,1,0.6432868838310242,5.0067901611328125e-06
13,1,0.6726831708635602,4.76837158203125e-06
7,1,0.6615621447563171,5.7220458984375e-06
7,1,0.5748053193092346,4.76837158203125e-06
17,1,0.6338653034634061,5.155801773071289e-06
15,1,0.6562788784503937,5.449567522321429e-06
13,1,0.6362693309783936,5.0067901611328125e-06
7,1,0.6760908365249634,6.357828776041667e-06
9,1,0.6407511711120606,5.424022674560547e-06
7,1,0.6490999460220337,5.245208740234375e-06
7,1,0.6734779477119446,5.6425730387369794e-06
7,1,0.6812869310379028,4.76837158203125e-06
15,1,0.6861090660095215,5.279268537248884e-06
15,1,0.6361320614814758,5.381447928292411e-06
7,1,0.6824896931648254,4.5299530029296875e-06
15,1,0.6058216392993927,5.07490975516183e-06
9,1,0.6261494636535645,5.0067901611328125e-06
7,1,0.6519389152526855,5.404154459635417e-06
17,1,0.6186482111612955,5.9604644775390625e-06
7,1,0.6520992517471313,5.245208740234375e-06
11,1,0.6483966112136841,4.76837158203125e-06
7,1,0.6047409176826477,4.76837158203125e-06
7,1,0.6826461553573608,5.0067901611328125e-06
21,1,0.5917060375213623,5.316734313964844e-06
11,1,0.6228081782658895,5.054473876953125e-06
7,1,0.6167757511138916,4.6888987223307294e-06
7,1,0.6253185272216797,5.4836273193359375e-06
9,1,0.6821449279785157,5.364418029785156e-06
7,1,0.663032054901123,5.086263020833333e-06
7,1,0.6056074500083923,5.086263020833333e-06
9,1,0.6150930404663086,5.364418029785156e-06
7,1,0.6568810343742371,4.927317301432292e-06
9,1,0.5974316596984863,5.364418029785156e-06
11,1,0.6585495869318644,5.292892456054687e-06
11,1,0.6843551794687907,5.340576171875e-06
7,1,0.6632159352302551,5.0067901611328125e-06
11,1,0.657931367556254,5.245208740234375e-06
9,1,0.6334254264831543,5.185604095458984e-06
17,1,0.6457630528344048,4.976987838745117e-06
7,1,0.6587318778038025,5.3246815999348956e-06
17,1,0.6100080013275146,5.751848220825195e-06
11,1,0.6518076658248901,5.054473876953125e-06
11,1,0.6886039574941,5.340576171875e-06
7,1,0.6377193927764893,4.450480143229167e-06
9,1,0.6872201442718506,4.947185516357422e-06
7,1,0.5868416428565979,5.7220458984375e-06
7,1,0.5806407928466797,4.8478444417317706e-06
7,1,0.5547131896018982,5.086263020833333e-06
7,1,0.6811475157737732,5.4836273193359375e-06
11,1,0.64760422706604,4.9591064453125e-06
9,1,0.684049654006958,5.066394805908203e-06
7,1,0.6585429310798645,5.404154459635417e-06
7,1,0.6159709095954895,5.404154459635417e-06
9,1,0.6676701545715332,5.602836608886719e-06
7,1,0.5997350215911865,5.1657358805338544e-06
7,1,0.6369149684906006,5.086263020833333e-06
11,1,0.6594574054082235,5.340576171875e-06
7,1,0.6626268625259399,5.6425730387369794e-06
7,1,0.6161664128303528,5.3246815999348956e-06
9,1,0.7088101863861084,7.3909759521484375e-06
11,1,0.6405188242594401,6.389617919921875e-06
7,1,0.6749447584152222,5.404154459635417e-06
25,1,0.5373375232403095,5.4637591044108076e-06
9,1,0.659735918045044,4.708766937255859e-06
7,1,0.5955343842506409,4.927317301432292e-06
7,1,0.6118825078010559,5.086263020833333e-06
7,1,0.6424579620361328,5.0067901611328125e-06
7,1,0.6708712577819824,5.0067901611328125e-06
9,1,0.6345434665679932,4.947185516357422e-06
11,1,0.7074458201726278,4.863739013671875e-06
7,1,0.5910688638687134,4.927317301432292e-06
7,1,0.5920137166976929,6.198883056640625e-06
11,1,0.6577548980712891,5.388259887695313e-06
7,1,0.5813770890235901,5.086263020833333e-06
11,1,0.6520062685012817,6.29425048828125e-06
13,1,0.667074475969587,5.245208740234375e-06
19,1,0.6615352153778076,5.6425730387369794e-06
7,1,0.6808153390884399,4.8478444417317706e-06
11,1,0.6300637722015381,5.245208740234375e-06
11,1,0.6506357590357462,5.4836273193359375e-06
17,1,0.6447844770219591,4.976987838745117e-06
7,1,0.593511164188385,4.927317301432292e-06
7,1,0.6868994235992432,4.5299530029296875e-06
13,1,0.667048522404262,5.245208740234375e-06
15,1,0.6624743044376373,5.0067901611328125e-06
21,1,0.5712115981362083,5.340576171875e-06
7,1,0.6680053472518921,7.947285970052084e-06
11,1,0.6261785427729288,4.863739013671875e-06
13,1,0.6396553856985909,5.125999450683594e-06
7,1,0.6066750884056091,5.245208740234375e-06
7,1,0.6740915179252625,5.404154459635417e-06
11,1,0.6520915826161703,5.197525024414063e-06
9,1,0.663342809677124,5.066394805908203e-06
11,1,0.6536839803059896,5.054473876953125e-06
13,1,0.6352036680494036,5.284945170084636e-06
9,1,0.6478971481323242,5.364418029785156e-06
17,1,0.6178001297844781,5.0067901611328125e-06
7,1,0.6025660634040833,5.3246815999348956e-06
7,1,0.6800699234008789,5.245208740234375e-06
13,1,0.6138636725289481,5.404154459635417e-06
7,1,0.6130108833312988,4.76837158203125e-06
7,1,0.6722171306610107,5.4836273193359375e-06
7,1,0.5937570929527283,4.76837158203125e-06
13,1,0.6642300060817173,5.3246815999348956e-06
7,1,0.596880316734314,5.3246815999348956e-06
11,1,0.6642311414082845,5.435943603515625e-06
13,1,0.6866186005728585,5.3246815999348956e-06
9,1,0.6221814155578613,5.364418029785156e-06
15,1,0.6984110772609711,5.381447928292411e-06
9,1,0.6177665233612061,5.125999450683594e-06
7,1,0.6582335233688354,5.245208740234375e-06
7,1,0.6170839667320251,5.1657358805338544e-06
7,1,0.6111269593238831,5.245208740234375e-06
7,1,0.6725321412086487,4.8478444417317706e-06
13,1,0.6096738406590053,5.443890889485677e-06
7,1,0.67232346534729,5.245208740234375e-06
7,1,0.594984769821167,4.8478444417317706e-06
7,1,0.5804585218429565,5.404154459635417e-06
17,1,0.6133940484788682,5.4836273193359375e-06
11,1,0.6119075218836466,5.292892456054687e-06
7,1,0.6475587487220764,5.086263020833333e-06
13,1,0.6942574296678815,4.808108011881511e-06
7,1,0.6409462690353394,5.4836273193359375e-06
9,1,0.6362249374389648,5.841255187988281e-06
7,1,0.5858582854270935,5.404154459635417e-06
9,1,0.6649787902832032,5.0067901611328125e-06
9,1,0.6654939174652099,5.424022674560547e-06
13,1,0.6869644437517438,5.205472310384114e-06
9,1,0.6680300235748291,4.708766937255859e-06
7,1,0.6007514595985413,5.1657358805338544e-06
9,1,0.661321496963501,5.364418029785156e-06
7,1,0.6147202849388123,5.245208740234375e-06
13,1,0.6517361232212612,5.3246815999348956e-06
7,1,0.6467533111572266,5.086263020833333e-06
7,1,0.6858258247375488,5.404154459635417e-06
9,1,0.6142754077911377,5.185604095458984e-06
7,1,0.6585410237312317,5.245208740234375e-06
7,1,0.610077977180481,5.245208740234375e-06
7,1,0.6171025633811951,5.0067901611328125e-06
7,1,0.5980650782585144,4.8478444417317706e-06
7,1,0.6463241577148438,5.4836273193359375e-06
13,1,0.634176322392055,5.125999450683594e-06
9,1,0.6647505760192871,5.125999450683594e-06
7,1,0.6667231321334839,6.198883056640625e-06
11,1,0.6559742291768392,5.292892456054687e-06
7,1,0.6121713519096375,4.927317301432292e-06
15,1,0.6011371910572052,5.07490975516183e-06
13,1,0.6815527166639056,5.125999450683594e-06
7,1,0.5724470019340515,4.927317301432292e-06
7,1,0.6011684536933899,5.3246815999348956e-06
7,1,0.6759802103042603,5.1657358805338544e-06
7,1,0.6087149977684021,8.106231689453125e-06
11,1,0.6732601324717203,5.292892456054687e-06
7,1,0.6999054551124573,5.6425730387369794e-06
9,1,0.6287857532501221,5.7220458984375e-06
17,1,0.6551481088002523,5.125999450683594e-06
11,1,0.6173335711161295,4.9591064453125e-06
15,1,0.6345003545284271,7.425035749162946e-06
9,1,0.6116670608520508,5.0067901611328125e-06
9,1,0.6713020324707031,4.827976226806641e-06
7,1,0.613411009311676,5.8015187581380206e-06
9,1,0.6559204578399658,5.841255187988281e-06
7,1,0.6833536028862,5.245208740234375e-06
7,1,0.6089591979980469,6.67572021484375e-06
7,1,0.6315237283706665,7.3909759521484375e-06
7,1,0.6485498547554016,5.1657358805338544e-06
7,1,0.5920591950416565,1.0331471761067709e-05
7,1,0.6597538590431213,5.3246815999348956e-06
7,1,0.6857203841209412,5.3246815999348956e-06
7,1,0.5849019885063171,5.0067901611328125e-06
7,1,0.6552075147628784,5.1657358805338544e-06
7,1,0.6169654726982117,4.927317301432292e-06
7,1,0.6427754163742065,4.927317301432292e-06
7,1,0.6507680416107178,5.4836273193359375e-06
7,1,0.6120937466621399,5.880991617838542e-06
7,1,0.6557576060295105,5.0067901611328125e-06
7,1,0.6167528033256531,5.3246815999348956e-06
7,1,0.6018558144569397,5.1657358805338544e-06
7,1,0.5839846134185791,5.404154459635417e-06
7,1,0.5724679231643677,5.3246815999348956e-06
7,1,0.619026780128479,5.086263020833333e-06
7,1,0.6323075294494629,5.3246815999348956e-06
9,1,0.7000813961029053,5.364418029785156e-06
7,1,0.6121932864189148,5.563100179036458e-06
7,1,0.5766147971153259,5.245208740234375e-06
7,1,0.6199848651885986,5.245208740234375e-06
11,1,0.6113020579020182,6.246566772460937e-06
9,1,0.632552194595337,5.066394805908203e-06
15,1,0.6705413460731506,5.040849958147321e-06
11,1,0.6752165158589681,5.292892456054687e-06
7,1,0.6134127378463745,5.1657358805338544e-06
7,1,0.6017687320709229,4.927317301432292e-06
13,1,0.6497479506901332,5.1657358805338544e-06
15,1,0.5998244881629944,5.0067901611328125e-06
9,1,0.6662728309631347,5.245208740234375e-06
7,1,0.6502504944801331,4.927317301432292e-06
7,1,0.61742103099823,4.76837158203125e-06
7,1,0.6336475610733032,5.245208740234375e-06
9,1,0.6587135791778564,5.0067901611328125e-06
9,1,0.6541474819183349,5.185604095458984e-06
9,1,0.6637656688690186,5.7220458984375e-06
9,1,0.5936392784118653,4.887580871582031e-06
17,1,0.6374413967132568,5.334615707397461e-06
9,1,0.7021052360534668,4.947185516357422e-06
11,1,0.6229037046432495,5.340576171875e-06
9,1,0.6336484909057617,5.424022674560547e-06
21,1,0.6353425112637606,5.316734313964844e-06
7,1,0.690635085105896,5.086263020833333e-06
7,1,0.6770260334014893,5.4836273193359375e-06
7,1,0.6247808337211609,5.245208740234375e-06
7,1,0.5905784368515015,5.245208740234375e-06
9,1,0.695472002029419,5.304813385009766e-06
7,1,0.6767783164978027,5.404154459635417e-06
7,1,0.6649659872055054,5.563100179036458e-06
9,1,0.6723407745361328,5.7220458984375e-06
7,1,0.6947596669197083,5.4836273193359375e-06
13,1,0.6604044778006417,4.967053731282552e-06
7,1,0.6690706610679626,5.1657358805338544e-06
9,1,0.6394404411315918,5.602836608886719e-06
7,1,0.5722664594650269,4.76837158203125e-06
9,1,0.6603525161743165,7.808208465576172e-06
11,1,0.6640313069025675,5.292892456054687e-06
9,1,0.6287693977355957,4.827976226806641e-06
17,1,0.6665160920884874,5.036592483520508e-06
7,1,0.6331623196601868,5.404154459635417e-06
7,1,0.6191803216934204,5.563100179036458e-06
7,1,0.6931676864624023,5.3246815999348956e-06
13,1,0.6349902834211077,5.205472310384114e-06
7,1,0.6536150574684143,4.76837158203125e-06
11,1,0.6596799691518148,5.817413330078125e-06
7,1,0.6006425619125366,5.4836273193359375e-06
25,1,0.6228810823880709,5.1657358805338544e-06
7,1,0.7051961421966553,5.086263020833333e-06
7,1,0.6097772717475891,4.6888987223307294e-06
7,1,0.629045844078064,5.4836273193359375e-06
7,1,0.5937707424163818,5.245208740234375e-06
11,1,0.6485172510147095,5.102157592773437e-06
7,1,0.671829342842102,4.76837158203125e-06
9,1,0.6350243091583252,5.424022674560547e-06
9,1,0.6779590606689453,6.9141387939453125e-06
7,1,0.6822661757469177,5.9604644775390625e-06
7,1,0.6449465155601501,5.3246815999348956e-06
7,1,0.6469957828521729,5.245208740234375e-06
13,1,0.6016267708369664,5.0067901611328125e-06
11,1,0.6811416943868002,5.102157592773437e-06
23,1,0.5562532345453898,5.0284645774147725e-06
9,1,0.5933878421783447,5.125999450683594e-06
11,1,0.6496731042861938,5.14984130859375e-06
7,1,0.6454383134841919,5.4836273193359375e-06
11,1,0.662943959236145,5.197525024414063e-06
7,1,0.6741026043891907,5.1657358805338544e-06
13,1,0.6349006380353656,5.205472310384114e-06
7,1,0.5633025765419006,4.927317301432292e-06
7,1,0.5804080367088318,5.086263020833333e-06
11,1,0.6380729675292969,5.14984130859375e-06
